target_end_date,target,location,observation
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,7
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,15
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,8
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,29
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-07,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,20
2026-06-07,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,550
2026-06-07,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,101
2026-06-07,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,94
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,5
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Beni,9
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,163
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,6
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,12
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Lita,4
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,1
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,114
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,5
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,32
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-08,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,122
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,7
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,15
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,4
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,8
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,40
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-08,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,20
2026-06-08,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,598
2026-06-08,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,115
2026-06-08,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,138
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,5
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Beni,9
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,173
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,6
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,12
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Lita,5
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,127
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,5
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,32
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,133
2026-06-09,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,2
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,7
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,15
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,4
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,8
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,47
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,25
2026-06-09,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-09,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,635
2026-06-09,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,127
2026-06-09,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,119
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Beni,9
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,185
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,9
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,18
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Lita,6
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,132
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,7
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,33
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,137
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,2
2026-06-10,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,7
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,17
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,5
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,10
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,49
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,25
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-10,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-10,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,676
2026-06-10,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,136
2026-06-10,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,119
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Beni,9
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,191
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,7
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,16
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Lita,6
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,136
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,9
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,33
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,142
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,2
2026-06-11,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,5
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,17
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,5
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,9
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,2
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,52
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,26
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-11,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-11,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,689
2026-06-11,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,139
2026-06-11,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,168
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Beni,14
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,212
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,18
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,21
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,6
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Lita,6
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,5
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,164
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,1
2026-06-13,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,11
